이름,종류,위도,경도,도로명주소,전화번호,휴무,영업시간
동물병원 공감,동물병원,37.54927406,127.143453,서울특별시 강동구 양재대로 1609,24847975,연중무휴,"월~화 11:00~21:00, 수~목, 10:00~22:00, 금 11:00~21:00, 토 12:00~22:00, 일 10:00~22:00"
동물병원 닥터K,동물병원,37.57634541,126.893216,서울특별시 마포구 월드컵북로 347,23061259,연중무휴,"월~금 10:30~21:00, 토, 법정공휴일 10:30~18:00"
동물병원 돌봄,동물병원,37.4002583,127.094806,경기도 성남시 분당구 서판교로 160,3180165559,"매주 일, 월","화~금 10:00~19:30, 토 10:00~17:30"
동물병원 산책,동물병원,37.4960534,127.494803,경기도 양평군 양평읍 중앙로 49,317738275,매주 일요일,"월~금 09:30~19:00, 토 09:30~16:00"
동물병원 산책,동물병원,35.23911891,129.088706,부산광역시 금정구 수림로 25,517140209,매주 일요일,"월~금 9:30~19:00, 토 10:00~17:00"
동물병원 오월의산책,동물병원,37.37301635,126.95709,경기도 안양시 동안구 경수대로 563,314520119,매주 목요일,금~수 11:00~21:00
동물병원 움,동물병원,37.61233381,126.931738,서울특별시 은평구 불광로 59,269567599,연중무휴,매일 10:00~20:00
동물병원 위드,동물병원,37.63479822,127.022603,서울특별시 강북구 덕릉로 79,29040075,매주 일요일,"월~금 09:30~19:00, 토 10:00~17:00"
동물병원 이야기,동물병원,36.64282137,127.461925,충청북도 청주시 흥덕구 직지대로 622,432327582,매주 일요일,"월~금 09:00~18:30, 토 09:00~14:00"
동물병원 이음,동물병원,37.27407962,127.071402,경기도 용인시 기흥구 흥덕2로75번길 25-3,312137572,매주 수요일,목~화 10:00~19:00
동물병원 퍼피하우스,동물병원,33.50976138,126.516076,제주특별자치도 제주시 용담로17길 12,647215703,"매주 토, 일",월~금 08:00~21:00
동물병원 Dr 정,동물병원,37.45557253,127.162577,경기도 성남시 중원구 산성대로 498,317339325,연중무휴,"월~금 10:00~20:00, 토~일 10:00~18:00"
동물병원 HADA,동물병원,37.6431986,126.624698,경기도 김포시 김포한강8로 398,3180498875,연중무휴,매일 10:00~20:00
동물병원 WITH PET,동물병원,35.08143723,128.096636,경상남도 사천시 사천읍 동문로 37,558551275,매주 일요일,"월~금 10:00~19:00, 토 10:00~17:00"
동물병원닥터스,동물병원,36.80313695,127.112058,충청남도 천안시 서북구 불당7길 25,415621220,매주 일요일,"월~금 09:30~19:30, 토 09:30~17:00"
동물병원도담도담,동물병원,33.28174901,126.720992,제주특별자치도 서귀포시 남원읍 태위로723번길 31-11,647647543,"매주 일요일, 법정공휴일",월~토 08:30~17:30
동물병원알루,동물병원,37.48231776,127.12211,서울특별시 송파구 법원로4길 6,24023270,연중무휴,"월~토 09:30~21:30, 일 09:30~19:00"
동물병원예지,동물병원,37.49451383,126.906116,서울특별시 영등포구 신길로 29,221357228,연중무휴,매일 9:30~20:00
동물사랑동물병원,동물병원,37.55542297,126.910358,서울특별시 마포구 월드컵로 73,231420008,매주 일요일,월~토 10:00~20:00
동물사랑동물병원,동물병원,37.34184946,126.816695,경기도 안산시 단원구 선부로 195,314134402,"매주 토, 일",월~금 09:00~20:00
동물사랑동물병원,동물병원,37.28586561,126.980602,경기도 수원시 팔달구 일월로22번길 15,312987502,매주 일요일,"월~금 10:00~19:00, 토 10:00~18:00"
동물사랑동물병원,동물병원,37.42449388,126.697965,인천광역시 연수구 학나래로6번길 34,328165457,연중무휴,매일 00:00~20:00
동물사랑병원,동물병원,37.51252671,126.753862,경기도 부천시 도약로 39,323238275,매주 일요일,"월~금 10:00~19:00, 토 10:00~17:00"
동물사랑APS,반려동물용품,37.43852491,126.65488,인천광역시 미추홀구 한나루로357번길 130,328622853,"법정공휴일, 매주 토, 일",월~금 09:30~17:00
동물약국,동물약국,37.52481965,127.134585,서울특별시 강동구 양재대로 1325,24742447,"매주 일요일, 법정공휴일","월~금 09:00~19:00, 토 09:00~16:00"
동물은 내친구 동물병원,동물병원,37.29705839,126.860323,경기도 안산시 상록구 반석로 5,314160075,연중무휴,"월~금 09:30~19:30, 토 09:30~19:30, 일 10:00~18:00, 법정공휴일 10:00~18:00"
동물은내친구,동물병원,37.48314324,126.975792,서울특별시 동작구 사당로 252,25827708,연중무휴,"월~금 09:00~20:00, 일 11:00~17:00, 법정공휴일 10:00~18:00"
동물을사랑하는사람들,동물병원,37.64089795,127.032708,서울특별시 강북구 도봉로98길 56,29907588,"매주 토, 일",월~금 10:00~20:00
동물의료법인 플러스,동물병원,37.25278675,127.073446,경기도 수원시 영통구 봉영로 1590,312737562,매주 목요일,"월~수 09:30~20:00, 금 09:30~20:00, 토~일 09:00~18:00"
동물의왕국 동물병원,동물병원,37.44492,126.698734,인천광역시 남동구 문화로 65,324390039,매주 일요일,"월~금 10:00~19:00, 토 10:00~17:00"
동물의왕국동물병원,동물병원,37.49833902,127.146295,서울특별시 송파구 마천로 263,24064814,연중무휴,매일 10:00~22:00
동물자유연대 부속 동물병원,동물병원,37.65670841,127.355285,경기도 남양주시 화도읍 경춘로2394번길 53,315233013,,
동물적감각,미용,36.99012182,127.122377,경기도 평택시 소사2길 9,316553542,"매주 토,일",월~금 11:00~17:00
동물제중원금손이 동물병원,동물병원,37.48811526,126.99607,서울특별시 서초구 서초대로 124,25815500,매주 일요일,"월~금 10:00~19:00, 토 10:00~18:00"
동물진료법인 쥬박스동물메디컬센터,동물병원,37.66946984,126.76138,경기도 고양시 일산서구 중앙로 1425,319130649,"매주 화, 일","월 09:30~18:00, 화~토 09:30~18:00"
동물치과병원메이,동물병원,37.49587345,127.0323,서울특별시 강남구 테헤란로8길 46,27974408,매주 일요일,"월~수, 금~토 9:00~18:00"
동물치유쉼터,동물병원,35.85730635,127.144077,전라북도 전주시 덕진구 소리로 68,632816759,연중무휴,"하절기 09:00~19:00, 동절기 09:00~18:00"
동민약국,동물약국,37.41140418,127.199925,경기도 광주시 순암로 502-1,317971075,"매주 일요일, 법정공휴일","월~금 09:30~21:00, 토 10:00~21:00"
동민약국,동물약국,37.49744385,126.737305,인천광역시 부평구 부흥로 408,325026418,"매주 일요일, 법정공휴일","월~금 09:00~17:00, 토 09:00~21:30"
동민약국,동물약국,35.23136531,128.583404,경상남도 창원시 마산회원구 양덕로 145-1,552565323,"매주 일요일, 법정공휴일","월~금 09:00~18:00, 토 09:00~14:00"
동방약국,동물약국,37.53248422,126.723601,인천광역시 계양구 작전시장로 8,325450408,매주 일요일,"월~금 08:30~18:00, 토 09:00~13:00"
동방약국,동물약국,35.82067678,128.633232,대구광역시 수성구 용학로 228,537846078,매주 일요일,"월~토 09:30~21:30, 법정공휴일 09:00~21:30"
동방약국,동물약국,35.16612648,129.041477,부산광역시 부산진구 동평로 111,518034827,"매주 일요일, 법정공휴일","월~금 09:00~20:00, 토 09:00~18:00"
동백공원,여행지,35.15362117,129.152293,부산광역시 해운대구 동백로 99,517494491,연중무휴,매일 00:00~24:00
동백동물병원,동물병원,37.277388,127.152602,경기도 용인시 기흥구 동백5로 21-11,316938627,매주 일요일,"월~금 10:00~20:00, 토 10:00~18:00"
동백바른약국,동물약국,37.26963229,127.153588,경기도 용인시 기흥구 동백3로11번길 8,316937064,"매주 일요일, 법정공휴일","월~금 08:00~20:00, 토 08:00~15:00"
동백약국,동물약국,37.57745614,126.921425,서울특별시 서대문구 증가로 145,269521701,"매주 일요일, 법정공휴일","월~금 08:30~19:00, 토 08:30~14:00"
동백약국,동물약국,37.45408781,126.90337,서울특별시 금천구 금하로 651,50713270478,매주 일요일,"월~금 09:00~19:30, 토 09:00~14:00"
동백약국,동물약국,35.15972959,129.150705,부산광역시 해운대구 해운대로 540,517102366,"매주 일요일, 법정공휴일","월~금 09:00~20:00, 토 09:00~14:00"
동백키즈약국,동물약국,37.28107184,127.14424,경기도 용인시 기흥구 동백죽전대로527번길 98-2,312753545,"매주 일요일, 법정공휴일","월~금 09:00~19:30, 토 09:00~15:00"
동백하우스,펜션,34.83494864,128.409991,경상남도 통영시 통영해안로 105-4,556415043,연중무휴,매일 15:00~11:00
동보당약국,동물약국,37.48539893,126.95638,서울특별시 관악구 관악로 236,28773303,"매주 토, 일","월~금 08:30~20:00, 법정공휴일 09:00~20:30"
동보약국,동물약국,37.446458,127.16516,경기도 성남시 중원구 광명로 355,312967282,연중무휴,"월~금 09:00~20:30, 토 09:00~21:00, 일 09:00~12:20, 법정공휴일 08:30~13:00"
동부동물병원,동물병원,35.81616708,128.760884,경상북도 경산시 박물관로 17,538535533,,
동부산약국,동물약국,35.1922145,129.21278,부산광역시 기장군 기장읍 기장해안로 147,519012160,둘째주 넷째주 일요일,월~토 10:30~21:20
동부약국,동물약국,37.62276407,126.835964,경기도 고양시 덕양구 중앙로 547,319740659,매주 일요일,"월~금 09:00~20:00, 토 09:00~15:00"
동부약국,동물약국,34.82277726,128.607722,경상남도 거제시 동부면 동부로 1-1,7088175833,"매주 토, 일","월~금 08:30~19:00, 법정공휴일 08:30~15:00"
동부저수지,여행지,34.81438318,128.62565,경상남도 거제시 동부면 동부로 227,556393000,연중무휴,매일 00:00~24:00
동부종합동물병원,동물병원,35.82098483,127.152096,전라북도 전주시 완산구 기린대로 139,632312455,,
동삭센트럴약국,동물약국,37.02088757,127.093258,경기도 평택시 동삭1로22번길 19-21,313770667,"매주 토, 일, 법정공휴일",월~금 08:30~20:30
동산가축병원,동물병원,36.25437439,128.682522,경상북도 의성군 금성면 탑리길 33,548340443,,
동산동물병원,동물병원,37.87109981,127.000815,경기도 양주시 남면 화합로 642,318368542,"매주 토, 일, 법정공휴일",월~금 09: 00~17:00
동산동물병원,동물병원,37.47445014,126.646152,인천광역시 동구 동산로 78,327637833,,
동산동물병원,동물병원,36.4159783,128.162963,경상북도 상주시 중앙로 223,545310788,매주 일요일,"월~금 09:00~20:00, 토 09:00~18:00"
동산동물병원,동물병원,35.86965031,128.587473,대구광역시 중구 남성로 1,532543366,,
동산박물관,박물관,36.40257432,127.232212,충청남도 공주시 반포면 정광터1길 108-8,418585009,"매주 일, 월, 법정공휴일",화~토 10:00~16:00
동산약국,동물약국,37.13590656,128.210505,충청북도 제천시 의병대로 88,436473013,연중무휴,"월~금 09:00~19:00, 토 09:00~17:00, 일 10:00~17:00, 법정공휴일 10:00~17:00"
동산약국,동물약국,36.1748148,127.776417,충청북도 영동군 영동읍 중앙로 27,437421545,"매주 토, 일, 법정공휴일",월~금 08:30~19:00
동산약국,동물약국,36.37002353,127.338771,대전광역시 유성구 죽동로297번길 72,428615811,"매주 일요일, 법정공휴일","월~금 08:30~19:30, 토 08:30~14:00"
동산약국,동물약국,36.13861214,128.315138,경상북도 구미시 야은로 296,544414111,"2, 4째주 월요일",매일 10:00~22:00
동산약국,동물약국,35.24680407,129.090786,부산광역시 금정구 구서로 2,515166061,"매주 일요일, 법정공휴일",월~토 09:00~20:00
동산약국,동물약국,35.19061701,128.991505,부산광역시 사상구 백양대로 945,513177985,"매주 일요일, 법정공휴일",월~토 09:00~20:00
동산약국,동물약국,35.17492806,129.107408,부산광역시 수영구 과정로 41,517547820,매주 일요일,"월~금 09:00~19:00, 토 09:00~17:00, 법정공휴일 09:00~17:00"
동산약국,동물약국,35.54309371,128.489639,경상남도 창녕군 창녕읍 우포2로 1223,555333607,"매주 일요일, 법정공휴일","월~금 09:00~18:30, 토 09:00~14:00"
동산프라자약국,동물약국,33.25227288,126.561317,제주특별자치도 서귀포시 중앙로 86,647623532,"매주 일요일, 법정공휴일","월~금 09:00~19:00, 토 09:00~13:00"
동산한옥펜션,펜션,35.21382289,127.024003,전라남도 담양군 창평면 동산한옥길 81-3,,연중무휴,매일 15:00~11:00
동삼동물병원,동물병원,37.83627389,127.760135,강원도 춘천시 동내면 영서로 1786,332618175,,
동삼동패총전시관,박물관,35.07122916,129.079788,부산광역시 영도구 태종로 729,514031193,매주 토~월,월~금 09:00~18:00
동서약국,동물약국,37.64364206,126.667754,경기도 김포시 김포한강1로51번길 12,319833233,매주 일요일,"월~금 09:00~21:00, 토 09:00~13:00"
동서약국,동물약국,37.59902484,127.136419,경기도 구리시 체육관로 162,315524289,연중무휴,"월~토 09:00~22:00, 일, 법정공휴일 14:00~21:00"
동서약국,동물약국,37.52975338,126.786801,경기도 부천시 오정로 252,326777301,"매주 일요일, 법정공휴일",월~토 09:00~21:00
동서약국,동물약국,36.89474434,126.631084,충청남도 당진시 당진중앙2로 117-8,413562366,"매주 일요일, 법정공휴일","월~금 08:30~19:30, 토 08:30~17:00"
동서약국,동물약국,35.92085908,128.598818,대구광역시 북구 호국로 215,539561936,매주 일요일,"월~금 09:00~21:00, 토 09:00~18:00, 법정공휴일 10:00~18:00"
동서약국,동물약국,35.20948566,129.030616,부산광역시 북구 덕천로234번길 7,513430081,"매주 일요일, 법정공휴일","월~금 08:50~20:00, 토 08:50~14:00"
동서울동물병원,동물병원,37.54176948,127.096204,서울특별시 광진구 아차산로 493,24447533,매주 일요일,월~토 09:30~20:00
동성근린공원,여행지,36.73190722,127.439462,,,연중무휴,매일 00:00~24:00
동성약국,동물약국,37.4974914,126.762267,경기도 부천시 석천로112번길 14,326618275,"매주 일요일, 법정공휴일","월~금 08:30~19:00, 토 08:30~17:00"
동수동물병원,동물병원,37.49087532,126.72704,인천광역시 부평구 경원대로 1422,325115338,연중무휴,매일 10:00~20:00
동수사랑동물병원,동물병원,37.48582147,126.718696,인천광역시 부평구 경인로 887,323445554,연중무휴,"월~금 09:30~19:30, 토~일, 법정공휴일 09:30~18:00"
동신당약국,동물약국,37.5236078,126.898279,서울특별시 영등포구 양산로 138-1,226778277,연중무휴,"월~금 09:00~21:00, 토~일 09:00~19:00"
동신대학교 문화박물관,박물관,35.04962488,126.717993,전라남도 나주시 동신대길 67,613303114,"매주 토, 일",월~금 10:00~17:00
동신약국,동물약국,37.61522504,126.835624,경기도 고양시 덕양구 용현로 27,319723111,"매주 일요일, 법정공휴일","월~금 09:00~19:00, 토 09:00~16:00"
동신약국,동물약국,35.56428583,129.126308,울산광역시 울주군 언양읍 헌양길 19,522621431,연중무휴,"월~토 08:30~20:00, 일 12:00~20:00"
동신약국,동물약국,35.16963531,129.05037,부산광역시 부산진구 새싹로 150-1,518071801,법정공휴일,"월~금 09:00~19:00, 토 09:00~16:00, 일 09:00~13:00"
동심동물병원,동물병원,33.48590063,126.495254,제주특별자치도 제주시 노연로 141,647441030,,
동아단골약국,동물약국,37.34206276,127.955072,강원도 원주시 치악로 1791,337665575,"매주 일요일, 법정공휴일","월~금 08:20~19:00, 토 08:20~16:00"
동아대학교 석당미술관,미술관,35.10374099,129.019415,부산광역시 서구 구덕로 225,512008749,"매주 토, 일, 법정공휴일",월~금 9:30~17:00
동아동물병원,동물병원,33.44709874,126.910903,제주특별자치도 서귀포시 성산읍 서성일로 1239,647821175,,
동아메디칼약국,동물약국,37.49456898,126.681406,인천광역시 서구 원적로 85,325795793,,
동아약국,동물약국,37.53933917,127.123302,서울특별시 강동구 천호대로 997,24854195,"매주 일요일, 법정공휴일","월~금 09:00~19:00, 토 09:00~15:00"
동아약국,동물약국,37.72606654,127.053148,경기도 의정부시 장곡로 248,318790642,"매주 일요일, 법정공휴일","월~금 09:00~20:00, 토 09:00~15:00"
동아약국,동물약국,37.34496709,126.738508,경기도 시흥시 정왕대로 230,315044477,연중무휴,"월~금 09:00~21:30, 토 09:00~16:30, 일 09:00~14:00, 법정공휴일 09:00~17:00"
동아약국,동물약국,35.9994731,129.344951,경상북도 포항시 남구 연일읍 연일로 123,542855051,"매주 일요일, 법정공휴일","월~금 09:30~20:30, 토 09:00~15:00"
동아약국,동물약국,35.71486095,129.324519,경상북도 경주시 외동읍 입실로 72,547446175,매주 일요일,"월~금 09:00~19:00, 토 09:00~15:00, 법정공휴일 09:00~12:00"
동아약국,동물약국,35.21008725,129.006095,부산광역시 북구 만덕대로 8,513378844,연중무휴,"월~토 09:00~19:00, 일 13:00~19:00, 법정공휴일 13:00~19:00"
동아약국,동물약국,35.12952566,129.049111,부산광역시 동구 중앙대로 383,514664101,"매주 일요일, 법정공휴일","월~금 09:00~18:00, 토 09:00~13:00"
동아온누리약국,동물약국,37.526722,126.804577,경기도 부천시 소사로 791,326844747,"매주 일요일, 법정공휴일","월~금 09:00~21:00, 토 09:00~17:00"
동아온누리약국,동물약국,37.40719896,126.672281,인천광역시 연수구 앵고개로264번길 10-1,328127582,매주 일요일,월~토 09:00~21:00
동아펫,반려동물용품,37.73150972,126.641828,경기도 김포시 하성면 하성로570번길 298,319857763,연중무휴,매일 00:00~24:00
동아후문약국,동물약국,35.11845616,129.019217,부산광역시 서구 동대로19번길 32,512454545,"매주 토, 일, 법정공휴일",월~금 08:30~18:00
동안생약국,동물약국,37.48066948,126.628387,인천광역시 동구 화도진로 109,7088709166,매주 일요일,"월~금 10:00~22:00, 토 10:00~20:00, 법정공휴일 10:00~20:00"
동안약국,동물약국,37.56669671,126.682634,인천광역시 서구 승학로 567,7077686776,매주 일요일,"월~금 09:00~22:00, 토 09:00~16:00"
동암동물병원,동물병원,37.46834619,126.699065,인천광역시 남동구 백범로 469,324375535,연중무휴,"월~토, 법정공휴일 10:00~20:00, 일 10:00~18:00"
동암메디칼약국,동물약국,37.47244425,126.700062,인천광역시 부평구 열우물로 51,324338575,"매주 토, 일, 법정공휴일",월~금 09:00~15:00
동암온누리약국,동물약국,37.4746367,126.696718,인천광역시 부평구 열우물로87번길 16,324380607,법정공휴일,"월~금 09:00~13:00, 토 09:00~24:00, 일 09:00~13:00"
동암프라자 약국,동물약국,37.4725891,126.700901,인천광역시 부평구 열우물로 50,324218642,연중무휴,"월 09:00~24:00, 화~토 00:00~24:00, 일 00:00~01:00, 4째주 월 09:00~01:00"
동양마트약국,동물약국,35.97654158,126.733548,전라북도 군산시 진포로 200,634422060,연중무휴,"월~금 08:30~19:00, 토 08:30~18:00, 일 13:00~16:00"
동양약국,동물약국,37.55903728,126.756447,인천광역시 계양구 동양로 103,325537999,매주 일요일,월~토 09:00~21:00
동양온누리약국,동물약국,37.65735343,127.064263,서울특별시 노원구 상계로5길 12,29310532,"매주 일요일, 법정공휴일","월~금 09:00~20:30, 토 09:00~18:00"
동양유통,반려동물용품,36.3168012,127.397818,대전광역시 중구 유천로 47,425848945,,
동양자수박물관,박물관,37.77809202,128.880257,강원도 강릉시 죽헌길 140-12,336440600,매주 월요일,화~일 09:00~18:00
동양축산약품동물병원,동물병원,35.20746049,129.082415,부산광역시 동래구 충렬대로237번길 148,515523003,매주 일요일,"월~금 9:00~19:00, 토 9:30~18:00"
동원동물병원,동물병원,36.60244773,128.20364,경상북도 문경시 중앙로 201,545521663,"매주 일요일, 법정공휴일","월~금 09:00~19:00, 토 09:00~17:00"
동원동물병원,동물병원,35.08766687,128.085213,경상남도 사천시 사천읍 진삼로 1527,558520797,,
동원약국,동물약국,37.60208655,127.142695,경기도 구리시 경춘로 249,315513111,"매주 일요일, 법정공휴일","월~금 09:00~19:00, 토 09:00~15:45"
동원약국,동물약국,38.12268995,128.203861,강원도 인제군 북면 원통로 176,334613982,"매주 토, 일, 법정공휴일",월~금 09:00~17:00
동원프라자약국,동물약국,37.52757793,126.821949,경기도 부천시 역곡로490번길 108,326743387,매주 일요일,"월~금 09:00~20:00, 토 09:00~17:00, 법정공휴일 10:00~20:00"
동은동물병원,동물병원,36.82882689,128.615413,경상북도 영주시 선비로 280,546365757,,
동의그린약국,동물약국,37.51969256,126.742993,인천광역시 부평구 영성로 34,325183858,법정공휴일,"월~금 09:00~21:00, 토~일 09:00~20:00"
동의당약국,동물약국,37.34452571,126.821297,경기도 안산시 단원구 와동공원로 145,314861146,매주 일요일,"월~금 09:00~22:00, 토 09:00~22:00, 법정공휴일 09:00~21:00"
동의대학교박물관,박물관,35.14431845,129.03631,부산광역시 부산진구 엄광로 176,518901741,"매주 토, 일, 법정공휴일, 개교기념일",월~금 09:30∼16:30
동의샘물약국,동물약국,37.67054232,126.77332,경기도 고양시 일산동구 대산로 30,319172028,연중무휴,"월~토 09:00~21:00, 일 09:00~12:00"
동의세란약국,동물약국,37.34413819,126.743094,경기도 시흥시 봉우재로 10,313192539,연중무휴,"월~금 09:00~25:00, 토 09:00~25:00, 일 11:00~25:00, 법정공휴일 11:00~25:00"
동의약국,동물약국,35.13422946,129.111217,부산광역시 남구 분포로 145,516118700,"설, 추석 당일","월~금 09:00~20:00, 토~일 09:00~16:00, 법정공휴일 09:00~16:00"
동인당약국,동물약국,37.50830591,126.734816,인천광역시 부평구 체육관로 30,322758275,매주 일요일,"월~금 09:00~20:20, 토 09:00~17:00"
동인당약국,동물약국,37.76097444,128.917404,강원도 강릉시 성덕포남로 75,336527529,매주 일요일,"월~금 08:30~18:30, 토 08:30~13:00, 법정공휴일 09:00~13:00"
동인당약국,동물약국,36.35563879,127.449745,대전광역시 대덕구 비래동로15번길 2,426342202,법정공휴일,"월~토 09:00~21:00, 일 09:00~17:00"
동인당약국,동물약국,35.15985137,129.06048,부산광역시 부산진구 중앙대로 753,518192688,연중무휴,"매일 07:00~21:00, 법정공휴일 07:00~21:00"
동인당약국,동물약국,35.23388627,128.86689,경상남도 김해시 내외중앙로 44,553265300,연중무휴,"월~금 09:00~21:00, 토 09:00~21:00, 일 09:00~20:00, 법정공휴일 09:00~20:00"
동인당약국,동물약국,35.15255633,128.664269,경상남도 창원시 진해구 충장로 111,555434585,법정공휴일,"월~금 09:00~18:30, 토 09:00~13:00, 일 09:00~13:00"
동인동물병원,동물병원,37.65627121,127.247027,경기도 남양주시 호평로 63,315928275,매주 일요일,"월~금 10:00~19:00, 토 10:00~17:00"
동인동물병원,동물병원,35.86839223,128.60968,대구광역시 중구 국채보상로 724,534244258,매주 일요일,월~토 09:30~19:00
동인약국,동물약국,37.47210734,126.966642,서울특별시 관악구 인헌길 76,28720088,"매주 일요일, 법정공휴일","월~금 09:00~21:00, 토 09:00~17:00"
동인종합동물병원,동물병원,35.09924287,128.807717,경상남도 창원시 진해구 안골로 308,555527980,매주 일요일,"월~금 10:00~19:00, 토 10:00~15:00"
동인천약국,동물약국,37.42542004,126.696492,인천광역시 연수구 학나래로45번길 3,328144101,"매주 일요일, 법정공휴일","월~금 09:00~17:00, 토 09:00~21:00"
동인프라자약국,동물약국,37.48802449,127.101844,서울특별시 강남구 밤고개로1길 10,234113388,"매주 일요일, 법정공휴일",월~토 08:30~22:00
동인프라자약국,동물약국,37.53478436,126.828,서울특별시 양천구 남부순환로40길 13,226059844,"매주 일요일, 법정공휴일","월~금 09:00~21:00, 토 09:00~16:00"
동일약국,동물약국,37.64849437,127.061998,서울특별시 노원구 동일로 1343,29360811,매주 일요일,월~토 09:00~16:00
동일약국,동물약국,37.62581402,127.154816,경기도 남양주시 다산중앙로146번길 22,315560632,"매주 토, 일, 법정공휴일",월~금 10:00~18:00
동정호생태습지공원,여행지,35.14928903,127.689551,경상남도 하동군 악양면 악양서로 109,558802651,연중무휴,매일 00:00~24:00
동주대학교 석파박물관,박물관,35.10672357,128.997231,부산광역시 사하구 사리로55번길 16,512003247,"매주 토, 일, 법정공휴일",월~금 10:00~16:00
동주동물병원,동물병원,37.36226346,126.962527,경기도 안양시 동안구 경수대로 428,314557588,매주 일요일,"월~금 09:30~19:30, 토 09:30~18:30"
동주동물병원,동물병원,38.20683113,127.221237,강원도 철원군 동송읍 이평2로 17,334557518,,
동주온누리약국,동물약국,35.10232818,128.997847,부산광역시 사하구 낙동대로 168,512070603,"매주 일요일, 법정공휴일","월~금 09:00~19:00, 토 09:00~14:00"
동지약국,동물약국,35.98792193,128.399528,경상북도 칠곡군 왜관읍 중앙로 146,50713101515,연중무휴,매일 08:00~20:00
동진강낙농축협동물병원,동물병원,35.81023212,126.917125,전라북도 김제시 콩쥐팥쥐로 125,635424223,"매주 토, 일",월~금 09:00~18:00
동진강변공원,여행지,35.75526163,126.784038,,,연중무휴,매일 00:00~24:00
동진동물병원,동물병원,37.65142908,127.306998,경기도 남양주시 화도읍 경춘로 1969-9,315939405,연중무휴,매일 09:00~18:00
동진동물병원,동물병원,35.80492361,126.88448,전라북도 김제시 중앙로 78,635474418,,
동창약국,동물약국,35.84577299,128.611665,대구광역시 수성구 수성로 227,537651266,연중무휴,"매일 09:00~22:00, 법정공휴일 09:00~22:00"
동천 동물병원,동물병원,35.94209484,128.560923,대구광역시 북구 동천로24길 3,533238875,연중무휴,"월~화, 목~토 10:00~22:00, 수,일 10:00~18:00"
동천동물병원,동물병원,37.33588709,127.090696,경기도 용인시 수지구 손곡로 107,312651175,"매주 일요일, 법정공휴일","월~금 10:00~19:00, 토 10:00~19:00"
동천봄약국,동물약국,35.1716949,126.864102,광주광역시 서구 하남대로 654,625111333,법정공휴일,"월~금 09:00~19:00, 토 09:00~19:30, 일 09:00~14:00"
동천약국,동물약국,37.33597414,127.093233,경기도 용인시 수지구 손곡로 83,312633559,"매주 일요일, 법정공휴일","월~금 09:00~20:00, 토 09:00~16:00"
동천약국,동물약국,35.17044211,126.860078,광주광역시 서구 동천로 17,625111155,매주 일요일,"월~금 09:00~21:00, 토 09:00~17:00"
동키샾,반려동물용품,37.49127577,126.566229,인천광역시 중구 하늘별빛로 66,,연중무휴,매일 10:00~18:00
동탄24시동물의료센터,동물병원,37.20497072,127.073963,경기도 화성시 동탄지성로 2,50713737579,연중무휴,매일 00:00~24:00
동탄그린약국,동물약국,37.20736724,127.073684,경기도 화성시 동탄원천로 163,313778749,"매주 일요일, 법정공휴일","월~금 09:00~19:00, 토 09:00~14:00"
동탄그린약국,동물약국,37.18404096,127.106227,경기도 화성시 동탄신리천로 254,318318100,"매주 토, 일, 법정공휴일",월~금 09:00~18:00
동탄다정약국,동물약국,37.20222199,127.097924,경기도 화성시 동탄대로 537,318318639,"매주 토, 일, 법정공휴일",월~금 10:00~18:00
동탄동물병원,동물병원,37.2096454,127.05934,경기도 화성시 동탄지성로 145,3180038831,연중무휴,"월~금 09:30~19:00, 토 09:00~17:00, 일 10:00~13:00"
동탄드린약국,동물약국,37.20782089,127.111144,경기도 화성시 지산1길 21-8,313754515,연중무휴,"월~금 08:30~22:00, 토 09:00~22:00, 일 09:00~22:00, 법정공휴일 09:00~22:00"
동탄보배약국,동물약국,37.20316786,127.096891,경기도 화성시 동탄대로 551-16,7046471530,"매주 토, 일, 법정공휴일",월~금 10:00~18:00
동탄복합문화센터,문예회관,37.20068757,127.075122,경기도 화성시 노작로 134,312904644,법정공휴일,매일 09:30~17:30
동탄센터약국,동물약국,37.19814846,127.097108,경기도 화성시 동탄오산로 82,313733696,"매주 일요일, 법정공휴일","월~금 08:00~20:00, 토 08:00~16:00"
동탄센트럴파크,여행지,37.20563857,127.063581,경기도 화성시 동탄공원로2길 22,3151896959,연중무휴,매일 00:00~24:00
동탄스마일약국,동물약국,37.20222199,127.097924,경기도 화성시 동탄대로 537,3180432702,"매주 토, 일, 법정공휴일",월~금 09:00~20:30
동탄스케치동물병원,동물병원,37.20542538,127.11255,경기도 화성시 지산2길 12-20,313736307,매주 월요일,"화~금 10:00~19:30, 토 10:00~19:00"
동탄시티동물의료센터,동물병원,37.20935211,127.061809,경기도 화성시 동탄지성로 126,3180037533,연중무휴,매일 00:00~24:00
동탄여울공원,여행지,37.19830166,127.08662,,3151896142,연중무휴,매일 00:00~24:00
동탄우리약국,동물약국,37.20932089,127.060143,경기도 화성시 동탄지성로 139,316135360,연중무휴,"월~금 09:00~22:00, 토 09:00~22:00, 일 09:00~22:00, 법정공휴일 09:00~22:00"
동탄중앙동물병원,동물병원,37.20033776,127.113134,경기도 화성시 동탄대로시범길 146,313737524,매주 일요일,"월~금 10:00~20:00, 토 변동"
